danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label
0.88,0.53,5,-6.83,1,0.06,0.18,0,0.07,0.69,112.02,158571,4,1
0.83,0.59,6,-6.4,0,0.1,0.69,0,0.17,0.54,98.08,209755,4,1
0.77,0.55,0,-7.91,1,0.04,0.21,0,0.13,0.35,99.03,162547,4,1
0.7,0.76,0,-3.5,1,0.04,0.19,0,0.09,0.55,120.04,215280,4,1
0.76,0.32,11,-7.21,1,0.05,0.84,0,0.08,0.58,91.02,189486,4,1
0.47,1,1,-0.58,1,0.16,0.01,0,0.39,0.11,117,260017,4,0
0.47,0.87,9,-4.48,0,0.34,0.03,0,0.31,0.65,86.62,171023,4,0
0.84,0.69,8,-5.4,1,0.04,0,0,0.34,0.15,100.05,155913,4,0
0.55,0.65,4,-4.8,0,0.29,0.08,0,0.13,0.22,141.85,204319,4,0
0.81,0.9,0,-3.11,1,0.1,0.01,0,0.1,0.47,116.99,196199,4,0
0.82,0.47,1,-10.95,1,0.29,0.23,0.09,0.09,0.24,104.88,182931,4,0
0.78,0.67,1,-6.22,0,0.17,0.18,0,0.15,0.54,145.98,243287,4,0
0.49,0.81,9,-3.91,1,0.14,0.22,0,0.11,0.33,159.89,156077,4,0
0.77,0.8,5,-3.48,0,0.29,0.1,0,0.11,0.45,97.03,152299,4,0
0.58,0.46,5,-4.17,1,0.25,0.48,0,0.11,0.63,176.19,158099,4,0
0.89,0.89,4,-4.6,0,0.15,0.05,0,0.16,0.67,130.05,154154,4,0
0.64,0.7,7,-7.87,1,0.44,0.01,0,0.13,0.26,105.77,226321,4,0
0.42,0.63,6,-6.06,1,0.04,0.22,0,0.08,0.14,143.36,216140,4,0
0.73,0.78,8,-3.86,1,0.06,0.19,0,0.12,0.72,166.04,224187,4,0
0.6,0.53,2,-6.59,0,0.42,0.39,0,0.11,0.44,96.99,162702,4,0
0.75,0.93,4,-2.91,0,0.05,0.3,0,0.31,0.86,114.08,183333,4,0
0.78,0.76,0,-8.22,1,0.09,0.22,0,0.09,0.68,158.09,176440,4,0
0.58,0.94,10,-2.12,1,0.09,0.45,0,0.68,0.94,168.1,166838,4,0
0.39,0.8,9,-6.44,0,0.48,0.12,0,0.18,0.14,149.76,259821,4,0
0.59,0.7,11,-7.98,1,0.07,0.02,0,0.08,0.33,134.95,233266,4,0
0.66,0.84,0,-4.81,1,0.12,0,0,0.29,0.52,91.46,237540,4,0
0.44,0.52,1,-9.34,0,0.25,0.1,0,0.09,0.24,71.68,208763,1,0
0.73,0.68,2,-4.75,1,0.18,0.14,0,0.18,0.44,142.04,165640,4,0
0.65,0.68,2,-8.39,0,0.04,0.26,0.01,0.1,0.77,157.94,200773,4,0
0.83,0.51,6,-6.91,0,0.15,0.05,0,0.11,0.75,109.35,185427,5,0
0.65,0.67,10,-6.76,0,0.04,0.15,0,0.11,0.56,104.18,213869,4,0
0.65,0.88,1,-4.85,1,0.07,0,0.01,0.19,0.52,99.98,171621,4,0
0.8,0.78,11,-6.11,0,0.06,0.03,0,0.1,0.96,141.97,202720,4,0
0.66,0.85,11,-4.51,0,0.03,0.02,0,0.17,0.5,105,372867,4,0
0.7,0.61,3,-6.84,1,0.04,0.07,0,0.13,0.6,75.01,195333,4,0
0.68,0.63,9,-7.35,0,0.05,0.11,0.18,0.22,0.4,145.01,232147,4,0
0.64,0.72,2,-5.55,1,0.09,0.01,0,0.2,0.23,143.01,214960,4,0
0.46,0.59,1,-4.95,1,0.04,0.17,0,0.31,0.18,134.17,228373,3,0
0.68,0.37,5,-8.24,1,0.04,0.64,0,0.17,0.48,91.87,201000,4,0
0.77,0.6,11,-7.32,1,0.06,0.44,0,0.09,0.98,149.98,179627,4,0
0.68,0.73,7,-5.52,0,0.03,0.01,0,0.06,0.73,99.98,237912,4,0
0.89,0.46,0,-9,1,0.26,0.02,0.01,0.11,0.31,148.01,158240,4,0
0.82,0.69,2,-6.81,1,0.1,0.07,0.04,0.09,0.58,92.46,191103,4,0
0.74,0.47,7,-8.27,0,0.04,0.3,0,0.1,0.28,116.74,267384,4,0
0.55,0.75,1,-5.21,1,0.04,0.07,0,0.05,0.65,79.98,199339,4,0
0.38,0.27,1,-13.11,0,0.17,0.85,0,0.11,0.27,178.03,186340,4,0
0.77,0.66,9,-7.44,0,0.15,0.06,0.11,0.12,0.37,142.95,201395,4,0
0.5,0.83,9,-4.47,1,0.12,0.02,0,0.06,0.45,133.93,229557,4,0
0.74,0.66,1,-7.86,1,0.05,0.01,0,0.15,0.12,88,101353,4,0
0.74,0.62,0,-7.31,1,0.05,0.42,0,0.69,0.72,113.97,136839,4,0
0.53,0.58,9,-5.22,0,0.03,0.23,0,0.11,0.19,84.05,261543,4,0
0.7,0.65,6,-6.66,1,0.06,0.01,0,0.19,0.64,141.87,208590,4,0
0.6,0.79,2,-4.71,1,0.03,0,0,0.06,0.82,114.07,185133,4,0
0.58,0.2,10,-10.05,1,0.03,0.95,0.01,0.14,0.08,66.45,240294,4,0
0.89,0.49,5,-6.56,0,0.06,0.2,0,0.1,0.52,108.03,181074,4,0
0.55,0.23,0,-11.5,1,0.05,0.83,0,0.11,0.67,138,219573,4,0
0.87,0.79,4,-4.21,1,0.07,0.17,0,0.11,0.56,101.99,189496,4,0
0.86,0.56,8,-5.7,1,0.34,0.6,0,0.11,0.54,99.86,188388,3,0
0.52,0.58,2,-4.5,1,0.18,0.19,0,0.1,0.19,175.4,201361,4,0
0.61,0.94,1,-7.44,1,0.12,0,0,0.1,0.39,84.98,105176,4,0
0.46,0.99,1,-3.18,0,0.21,0,0,0.37,0.2,137.06,220539,4,0
0.95,0.63,1,-7.01,1,0.22,0.01,0,0.07,0.43,100.03,253569,4,0
0.72,0.66,0,-4.94,1,0.12,0.21,0,0.26,0.6,86.99,198966,4,0
0.68,0.82,7,-5.22,1,0.06,0.05,0,0.62,0.62,152.03,199250,4,0
0.45,0.49,9,-6.43,0,0.03,0.28,0,0.07,0.26,139.92,245147,4,0
0.76,0.39,8,-8.56,1,0.15,0.22,0,0.12,0.47,92.01,158421,4,0
0.56,0.33,9,-8.25,1,0.03,0.89,0,0.1,0.29,135.11,285040,4,0
0.96,0.45,1,-8.7,0,0.32,0.19,0.01,0.18,0.34,108.04,207827,4,0
0.93,0.39,1,-9.13,1,0.41,0.09,0,0.14,0.38,125.98,179405,4,0
0.54,0.68,4,-4.3,1,0.03,0.19,0,0.09,0.09,121.99,222093,4,0
0.87,0.54,10,-7.06,0,0.34,0.06,0.12,0.18,0.48,142.02,196933,4,0
0.69,0.26,1,-7.92,1,0.04,0.45,0,0.1,0.36,88.97,175432,4,0
0.66,0.66,5,-4.65,1,0.02,0.51,0,0.26,0.36,99.95,221466,4,0
0.64,0.57,0,-7.24,0,0.05,0.06,0,0.11,0.62,142.97,226781,4,0
0.52,0.81,1,-4.9,0,0.09,0.15,0,0.07,0.75,140.13,209240,4,0
0.6,0.73,10,-3.98,1,0.12,0.21,0,0.27,0.62,179.89,180867,4,0
0.55,0.6,1,-10.12,1,0.5,0.44,0,0.11,0.45,125.7,235888,5,0
0.78,0.4,7,-10.56,0,0.34,0.07,0,0.1,0.23,140.89,245107,4,0
0.67,0.75,9,-2.96,0,0.06,0.24,0,0.26,0.48,128.97,199027,4,0
0.76,0.56,9,-6.3,1,0.08,0.1,0,0.1,0.58,142.04,217493,4,0
0.58,0.69,0,-5.76,1,0.15,0.13,0,0.24,0.16,94.64,156327,4,0
0.79,0.86,8,-5.31,0,0.12,0.21,0,0.08,0.96,95.22,155433,3,0
0.9,0.67,1,-6.54,1,0.2,0,0,0.14,0.4,139.98,180935,4,0
0.77,0.66,1,-7.43,1,0.04,0.33,0,0.13,0.44,124.95,163208,4,0
0.68,0.81,0,-2.74,1,0.06,0.05,0,0.09,0.71,173.91,174027,4,0
0.62,0.65,0,-4.72,1,0.04,0.28,0,0.08,0.36,139.12,179413,4,0
0.75,0.61,0,-7.03,0,0.1,0.45,0,0.13,0.41,149.97,172245,4,0
0.55,0.67,9,-8.81,1,0.05,0.01,0,0.05,0.48,151.55,270213,4,0
0.77,0.81,10,-6.15,0,0.06,0.2,0.46,0.12,0.25,109.02,185330,4,0
0.54,0.8,10,-4.53,0,0.33,0.05,0,0.14,0.32,179.92,164000,4,0
0.66,0.78,6,-6.18,1,0.07,0.16,0.38,0.37,0.64,156.05,156759,4,0
0.67,0.55,1,-8.02,1,0.04,0.4,0.08,0.09,0.19,83.5,194871,4,0
0.84,0.73,7,-4.81,0,0.15,0.58,0,0.18,0.63,140.07,188780,4,0
0.86,0.58,8,-7.07,0,0.34,0.02,0,0.08,0.81,157.88,153478,4,0
0.77,0.63,10,-7.19,0,0.16,0.4,0,0.09,0.68,141.82,190267,4,0
0.66,0.77,11,-7,0,0.05,0.05,0,0.09,0.22,119.97,199895,4,0
0.61,0.3,5,-9.77,0,0.03,0.75,0.01,0.11,0.31,119.88,208789,4,0
0.62,0.78,7,-4.47,0,0.04,0.01,0.01,0.08,0.33,93.95,375320,4,0
0.67,0.63,8,-6.68,1,0.29,0.03,0,0.07,0.38,204.11,144098,4,0
0.71,0.56,11,-10.33,1,0.12,0.05,0,0.21,0.27,88.03,169763,4,0
0.38,0.92,0,-3.4,1,0.06,0.01,0.2,0.28,0.39,153.4,293360,4,0
0.51,0.67,5,-7.11,1,0.23,0.07,0,0.15,0.14,149.87,151628,4,0
0.71,0.76,5,-4.6,0,0.04,0.14,0,0.24,0.91,168.02,230693,4,0
0.79,0.76,5,-7.16,0,0.14,0.11,0,0.25,0.78,123.07,156498,4,0
0.66,0.62,1,-9.15,0,0.09,0.17,0.01,0.11,0.31,182.01,168991,4,0
0.59,0.65,11,-6.93,0,0.04,0.06,0,0.12,0.28,144.03,220141,4,0
0.72,0.6,9,-6.25,1,0.08,0.23,0,0.12,0.3,142.59,126521,4,0
0.71,0.89,6,-2.76,0,0.04,0,0,0.26,0.74,126.01,165704,4,0
0.45,0.82,5,-4.25,0,0.06,0.07,0,0.11,0.42,119.97,213693,4,0
0.5,0.92,7,-3.32,1,0.11,0,0,0.36,0.4,96.05,215004,4,0
0.47,0.77,5,-5.93,0,0.26,0.37,0,0.18,0.43,169.89,145412,4,0
0.52,0.66,6,-6.02,1,0.03,0.31,0,0.1,0.36,142,224987,4,0
0.86,0.67,1,-4.16,0,0.15,0.21,0,0.1,0.84,163.91,178947,4,0
0.57,0.89,0,-3.67,0,0.16,0.08,0,0.16,0.71,100.98,183240,4,0
0.73,0.63,1,-5.59,1,0.36,0.17,0,0.2,0.53,173.89,414820,4,0
0.62,0.89,2,-2.13,1,0.1,0.24,0,0.32,0.82,180.09,226160,4,0
0.65,0.83,8,-4.01,1,0.06,0.02,0,0.12,0.22,145,225668,4,0
0.95,0.5,1,-8.18,1,0.4,0.1,0,0.1,0.6,114.01,142979,4,0
0.77,0.53,0,-7.18,1,0.21,0.24,0,0.14,0.47,140,167552,4,0
0.7,0.55,6,-5.92,0,0.13,0.44,0,0.19,0.12,151.9,201980,4,0
0.44,0.8,2,-6.41,1,0.31,0.04,0,0.68,0.41,84.38,289760,4,0
0.72,0.83,4,-5.09,0,0.06,0.05,0,0.32,0.75,117.98,185277,4,0
0.6,0.53,1,-8.75,1,0.32,0.01,0,0.11,0.13,162.07,225348,4,0
0.87,0.59,2,-7.33,1,0.29,0,0,0.13,0.19,150.06,182400,4,0
0.9,0.58,2,-7.79,1,0.24,0.04,0,0.18,0.27,83.02,144361,4,0
0.81,0.58,1,-5.43,1,0.08,0.01,0,0.06,0.41,141.02,178025,4,0
0.47,0.68,4,-3.47,0,0.04,0.03,0,0.1,0.04,121.96,283270,4,0
0.86,0.69,10,-7.27,0,0.22,0,0,0.11,0.41,152.95,148246,4,0
0.92,0.83,1,-3.18,1,0.25,0.03,0,0.06,0.65,141.03,165726,4,0
0.44,0.62,1,-5.28,1,0.03,0.08,0,0.09,0.38,128.32,206279,4,0
0.73,0.59,1,-9.04,1,0.35,0.08,0,0.13,0.43,139.86,180160,4,0
0.81,0.97,10,-6.1,0,0.05,0.06,0,0.15,0.87,114.33,242293,4,0
0.88,0.44,10,-9.92,1,0.26,0.01,0,0.1,0.25,119.01,193657,4,0
0.93,0.57,4,-5.7,0,0.38,0.28,0,0.27,0.45,129.97,189342,4,0
0.83,0.52,8,-10.34,1,0.29,0.02,0,0.13,0.25,136.1,194118,4,0
0.6,0.48,1,-9.64,0,0.64,0.14,0,0.11,0.51,80.38,171442,4,0
0.93,0.45,1,-8.51,1,0.3,0.01,0,0.07,0.62,142.98,193880,4,0
0.79,0.57,5,-7.59,0,0.24,0.22,0,0.16,0.21,86.01,189501,4,0
0.94,0.47,3,-9.3,0,0.06,0.05,0,0.19,0.66,130.04,236819,4,0
0.7,0.69,5,-6.11,0,0.03,0.26,0,0.17,0.7,115.98,160289,4,0
0.92,0.77,10,-4.09,0,0.26,0.05,0,0.1,0.46,132.06,191713,4,0
0.57,0.52,9,-5.45,1,0.05,0.01,0,0.08,0.07,131.85,136333,5,0
0.86,0.66,5,-6.48,0,0.13,0.17,0,0.1,0.59,90.04,150060,4,0
0.6,0.73,4,-7.01,1,0.43,0.14,0,0.51,0.6,172.33,262507,4,0
0.93,0.67,6,-7.04,0,0.32,0.01,0,0.15,0.67,142.04,207739,4,0
0.56,0.86,3,-5.87,0,0.06,0.01,0,0.21,0.4,105.14,216880,4,0
0.84,0.6,5,-6.64,0,0.3,0.14,0,0.16,0.9,100.71,174893,4,0
0.78,0.61,4,-5.58,0,0.05,0.04,0.01,0.1,0.61,80.53,132215,4,0
0.68,0.52,0,-6.37,0,0.05,0.2,0,0.1,0.72,120.07,202008,4,0
0.82,0.84,7,-3.85,1,0.27,0.16,0,0.11,0.65,107.95,189287,4,0
0.76,0.64,6,-5.59,1,0.04,0.02,0,0.17,0.54,109.98,214507,4,0
0.76,0.6,0,-5.7,0,0.09,0.16,0,0.3,0.66,149.84,184905,4,0
0.78,0.45,2,-6.06,1,0.03,0.47,0,0.18,0.59,79,281560,4,0
0.59,0.52,10,-9.46,1,0.03,0.07,0.15,0.12,0.34,85.01,260173,4,0
0.8,0.83,2,-5.36,1,0.19,0.02,0,0.12,0.6,124.96,156960,4,0
0.74,0.62,0,-9.81,1,0.04,0.6,0,0.23,0.64,113,188387,4,0
0.57,0.66,4,-5.3,0,0.05,0.63,0,0.12,0.44,128.95,241688,4,0
0.83,0.55,1,-8.26,0,0.06,0.17,0,0.11,0.38,140.05,181496,4,0
0.7,0.83,6,-3.79,0,0.06,0.01,0,0.07,0.92,102.98,203064,4,0
0.82,0.82,8,-3.4,0,0.17,0.31,0,0.14,0.79,100,213314,4,0
0.57,0.84,0,-6.22,1,0.03,0.17,0,0.07,0.8,129.99,241600,4,0
0.57,0.87,4,-3.84,0,0.27,0.07,0,0.31,0.36,82.01,214363,4,0
0.71,0.58,5,-7.27,0,0.08,0.01,0,0.08,0.34,92.82,198822,4,0
0.64,0.79,10,-4.33,0,0.03,0,0.75,0.11,0.28,77.59,201856,4,0
0.58,0.91,4,-5.3,1,0.03,0,0,0.09,0.43,115.02,213672,4,0
0.77,0.71,2,-6.49,1,0.36,0,0,0.1,0.38,152.89,185037,4,0
0.31,0.7,9,-5.68,1,0.05,0.01,0.01,0.08,0.76,188.39,255493,4,0
0.64,0.84,5,-5.41,1,0.04,0.02,0,0.09,0.43,109.01,220733,4,0
0.74,0.63,11,-4.94,0,0.06,0.18,0,0.35,0.5,92.03,216107,4,0
0.71,0.59,4,-7.14,0,0.23,0.76,0,0.16,0.54,124.75,141224,4,0
0.31,0.49,6,-5.73,0,0.04,0.7,0,0.07,0.23,77.36,208827,4,0
0.7,0.66,4,-5.36,1,0.08,0.14,0,0.09,0.46,82.96,146375,4,0
0.76,0.67,7,-3.32,1,0.19,0.15,0,0.3,0.59,90.09,185719,4,0
0.74,0.87,11,-2.26,0,0.05,0.04,0,0.32,0.51,98.05,175873,4,0
0.58,0.82,7,-3.13,1,0.04,0.02,0,0.16,0.45,90.97,190894,4,0
0.56,0.78,5,-4.9,0,0.05,0,0,0.07,0.6,93.52,157507,4,0
0.77,0.92,1,-4.23,0,0.11,0.17,0,0.12,0.56,128.02,148125,4,0
0.53,0.63,7,-7,1,0.13,0.37,0,0.13,0.27,171.04,203947,3,0
0.76,0.85,9,-4.29,0,0.05,0.02,0,0.39,0.59,105.04,235603,4,0
0.58,0.82,7,-5.36,1,0.3,0.07,0,0.26,0.48,165.85,151084,4,0
0.78,0.6,7,-7.42,1,0.04,0.21,0,0.12,0.36,109.97,266116,4,0
0.85,0.66,3,-6.32,1,0.19,0.39,0,0.04,0.93,115.08,167187,4,0
0.88,0.48,1,-7.01,1,0.05,0.02,0,0.06,0.83,124.01,342613,4,0
0.79,0.82,7,-8.71,1,0.1,0.62,0.15,0.15,0.05,117.98,163759,4,0
0.69,0.5,1,-9.81,1,0.24,0.08,0,0.61,0.24,81.17,367151,4,0
0.77,0.38,5,-9.37,1,0.21,0.3,0,0.17,0.39,122.09,201587,4,0
0.87,0.44,10,-8.69,0,0.4,0.03,0,0.14,0.61,122.06,199645,4,0
0.66,0.88,1,-3.88,1,0.12,0.01,0,0.94,0.68,122.02,186653,4,0
0.7,0.8,2,-4.37,1,0.03,0.01,0,0.22,0.35,115.96,161733,4,0
0.67,0.83,9,-4.47,1,0.04,0.02,0,0.47,0.39,122.97,215480,4,0
0.73,0.81,10,-3.42,0,0.12,0.45,0,0.1,0.72,176.03,226379,4,0
0.91,0.64,8,-8.38,1,0.45,0.04,0,0.24,0.66,150,156882,4,0
0.78,0.63,10,-6.08,0,0.35,0.16,0,0.61,0.75,124.6,232839,4,0
0.74,0.61,11,-5.37,0,0.05,0.62,0,0.08,0.57,142.01,236650,4,0
0.79,0.67,6,-5.27,1,0.54,0.17,0,0.24,0.74,154.86,164203,4,0
0.8,0.65,10,-6.6,0,0.13,0.16,0,0.15,0.58,125.04,119040,4,0
0.63,0.73,4,-4.39,0,0.05,0.06,0,0.14,0.13,149.98,230400,4,0
0.63,0.54,7,-7.01,0,0.06,0.17,0,0.19,0.32,109.89,193747,4,0
0.73,0.78,1,-6.38,0,0.29,0.05,0,0.08,0.58,177.87,130307,4,0
0.8,0.61,7,-9.04,1,0.23,0.13,0.19,0.11,0.25,99.01,149028,4,0
0.69,0.56,9,-5.66,1,0.04,0.17,0,0.09,0.3,77.97,213949,4,0
0.83,0.63,5,-3.68,1,0.06,0.23,0,0.3,0.88,138.05,205636,4,0
0.67,0.49,9,-8.77,0,0.42,0.2,0,0.16,0.39,145.05,239314,4,0
0.86,0.68,8,-5.53,0,0.31,0.23,0,0.06,0.72,94.03,164036,4,0
0.72,0.68,2,-5.27,1,0.09,0.1,0,0.35,0.33,160.05,199758,4,0
0.83,0.66,8,-6.14,1,0.13,0.24,0,0.37,0.77,121.88,146523,4,0
0.84,0.82,5,-4.68,0,0.21,0.29,0,0.22,0.66,105.03,275893,4,0
0.78,0.59,10,-5.15,1,0.06,0.16,0,0.18,0.82,113.97,143153,4,0
0.61,0.79,11,-3.32,1,0.09,0.05,0,0.17,0.76,152,181467,4,0
0.8,0.53,1,-3.23,1,0.38,0.13,0,0.41,0.32,138.01,184440,4,0
0.84,0.58,6,-6.05,0,0.14,0,0,0.23,0.19,74.5,236779,4,0
0.78,0.82,10,-5.89,0,0.07,0.28,0,0.41,0.76,100.02,218093,4,0
0.35,0.81,0,-7.78,1,0.17,0.02,0,0.1,0.04,90.77,248133,4,0
0.85,0.53,3,-9.69,1,0.22,0.29,0.01,0.05,0.93,115.13,166533,4,0
0.87,0.64,2,-7.75,1,0.07,0.15,0.06,0.09,0.46,126.03,182857,4,0
0.59,0.47,4,-9.93,0,0.06,0.1,0.02,0.12,0.32,93.1,142000,4,0
0.88,0.56,8,-6.62,1,0.26,0.03,0,0.67,0.42,117.94,146441,4,0
0.55,0.64,1,-7.47,1,0.11,0.39,0,0.37,0.33,167.83,180019,4,0
0.74,0.53,7,-7.62,1,0.05,0.18,0,0.12,0.26,132.01,207265,4,0
0.79,0.72,11,-6.98,0,0.28,0.27,0,0.12,0.19,105.02,174083,4,0
0.62,0.62,1,-8.43,1,0.52,0.13,0,0.18,0.48,175.93,177273,4,0
0.53,0.86,2,-4.21,1,0.08,0,0,0.15,0.51,160.06,205159,4,0
0.55,0.57,1,-7.39,0,0.35,0.28,0,0.42,0.51,85.69,271184,4,0
0.75,0.79,10,-4.15,0,0.08,0.29,0,0.11,0.24,144.06,180000,4,0
0.79,0.48,6,-7.84,0,0.2,0.77,0,0.1,0.48,80.51,234783,4,0
0.74,0.84,1,-5.03,0,0.06,0.02,0,0.07,0.26,103.07,159863,4,0
0.76,0.53,9,-8.05,0,0.2,0.21,0,0.13,0.68,177.95,203360,4,0
0.68,0.41,4,-9.75,0,0.09,0.13,0,0.23,0.15,129.08,206080,4,0
0.57,0.6,6,-5.89,1,0.03,0.34,0,0.12,0.45,155.81,199068,4,0
0.48,0.37,10,-9.3,1,0.03,0.8,0.07,0.12,0.04,114.08,207710,4,0
0.78,0.66,8,-6.08,0,0.31,0.19,0,0.12,0.57,149.94,192000,4,0
0.85,0.58,9,-5.95,0,0.08,0.11,0,0.1,0.84,149.94,200584,4,0
0.91,0.65,10,-5.07,0,0.11,0.02,0,0.28,0.37,130.97,190534,4,0
0.65,0.72,7,-7.58,1,0.11,0.24,0,0.07,0.53,130.76,112346,3,0
0.63,0.64,1,-6.46,1,0.21,0.16,0,0.22,0.38,134.07,165293,4,0
0.6,0.26,11,-10.5,1,0.04,0.84,0,0.33,0.32,100.96,185689,3,0
0.89,0.51,2,-8.74,1,0.16,0.06,0,0.12,0.22,111.99,154667,4,0
0.68,0.65,9,-7.11,0,0.05,0.09,0,0.12,0.35,119.93,133673,4,0
0.76,0.68,1,-6.44,1,0.04,0.06,0,0.12,0.37,120.01,197001,4,0
0.85,0.75,11,-3.67,0,0.17,0.03,0,0.08,0.9,148.01,195681,4,0
0.66,0.78,6,-7.09,0,0.05,0.01,0,0.27,0.34,114.04,192107,4,0
0.52,0.88,7,-5.44,1,0.07,0.01,0.08,0.09,0.2,180.01,205208,4,0
0.63,0.66,7,-8.12,1,0.2,0,0,0.16,0.21,90.01,196529,4,0
0.74,0.73,1,-5.74,1,0.08,0.15,0,0.08,0.14,118.99,182172,4,0
0.49,0.79,11,-3.84,1,0.43,0.25,0,0.15,0.37,87.63,160667,4,0
0.82,0.5,8,-8.65,0,0.16,0.21,0,0.42,0.48,112.99,169907,4,0
0.84,0.59,11,-8.52,0,0.08,0.28,0,0.13,0.62,117.07,197000,4,0
0.65,0.81,9,-5.09,1,0.14,0.04,0,0.09,0.39,170.02,165176,4,0
0.7,0.71,5,-4.09,1,0.15,0.37,0,0.1,0.48,171.84,182627,4,0
0.76,0.62,7,-6.83,0,0.26,0.27,0,0.16,0.57,90,196719,4,0
0.4,0.25,0,-11.86,1,0.06,0.97,0,0.12,0.15,128.33,200661,4,0
0.64,0.44,8,-8.43,1,0.06,0.04,0,0.07,0.56,141.41,190144,4,0
0.72,0.76,0,-3.59,0,0.08,0.17,0,0.07,0.76,167.99,202308,4,0
0.8,0.73,1,-9.46,1,0.08,0.09,0,0.07,0.36,139.97,149133,4,0
0.47,0.43,6,-8.69,0,0.1,0.82,0,0.18,0.24,148.53,179188,4,0
0.61,0.83,0,-4.11,1,0.06,0.03,0,0.12,0.73,182.16,193000,4,0
0.44,0.15,8,-12.87,0,0.05,0.95,0,0.1,0.23,115.95,231040,1,0
0.88,0.63,11,-8.93,1,0.27,0.03,0.01,0.11,0.38,150.02,179373,4,0
0.35,0.12,3,-11.1,0,0.04,0.98,0,0.1,0.12,69,202200,4,0
0.87,0.58,1,-9.15,1,0.27,0.35,0,0.11,0.96,117.09,149133,4,0
0.79,0.54,5,-7.62,0,0.1,0.07,0,0.17,0.38,78.01,165680,4,0
0.87,0.57,11,-7.63,0,0.1,0.08,0,0.1,0.39,111.99,152680,4,0
0.94,0.55,2,-7.04,1,0.14,0,0,0.1,0.58,111.97,128640,4,0
0.76,0.65,10,-7.62,0,0.11,0.21,0,0.15,0.79,135.13,191048,4,0
0.31,0.42,5,-10.43,1,0.03,0.08,0,0.18,0.21,129.93,140199,4,0
0.56,0.74,0,-6.34,1,0.06,0.02,0,0.06,0.27,148.03,292079,4,0
0.48,0.57,1,-8.89,1,0.06,0,0.01,0.16,0.19,71.98,219809,4,0
0.5,0.44,7,-7.23,1,0.05,0.12,0,0.21,0.28,172.11,247265,4,0
0.36,0.54,7,-7.58,1,0.09,0.49,0,0.12,0.45,68.53,221307,4,0
0.67,0.74,1,-6.06,1,0.05,0.13,0,0.14,0.26,104.95,169714,4,0
0.77,0.87,11,-6.38,0,0.14,0.01,0,0.08,0.74,126.99,202627,4,0
0.36,0.36,10,-12.19,0,0.1,0.84,0,0.35,0.14,74.53,178088,1,0
0.63,0.79,5,-6.85,0,0.18,0.15,0,0.87,0.76,109.09,193702,4,0
0.6,0.47,0,-10.99,1,0.26,0.2,0,0.11,0.52,120.08,230600,4,0
0.55,0.86,4,-4.11,0,0.24,0.13,0,0.39,0.56,86.64,232921,4,0
0.81,0.71,11,-4.66,1,0.33,0.71,0,0.56,0.72,92.27,294749,4,0
0.71,0.68,5,-5.97,1,0.18,0.08,0,0.07,0.65,106.16,213597,4,0
0.75,0.78,10,-2.75,0,0.13,0.37,0,0.15,0.95,75,269232,4,0
0.75,0.92,0,-3.92,1,0.26,0.17,0,0.37,0.75,89.88,303931,4,0
0.44,0.97,1,-3.07,0,0.3,0.01,0,0.76,0.5,179.83,230435,4,0
0.56,0.6,9,-7.5,0,0.2,0.33,0,0.42,0.56,83.36,176540,4,0
0.48,0.42,4,-11.45,0,0.12,0.46,0,0.12,0.51,79.59,125093,4,0
